data,cooperativa,saldo_inicial,saldo_final,variacao_mensal
2021-05-31,Coop_10,37749868.67825703,38696020.39786074,0.0250637089010239
2021-06-30,Coop_10,38696020.39786074,40054140.30578573,0.0350971467856697
2021-07-31,Coop_10,40054140.30578573,40963799.317759655,0.0227107361443612
2021-08-31,Coop_10,40963799.317759655,40774883.804784775,-0.0046117673682913
2021-09-30,Coop_10,40774883.804784775,42351507.91794212,0.0386665507302398
2021-10-31,Coop_10,42351507.91794212,41311473.58751803,-0.0245571971708588
2021-11-30,Coop_10,41311473.58751803,39649997.59826441,-0.0402182697679324
2021-12-31,Coop_10,39649997.59826441,35453638.755952924,-0.1058350339596281
2022-01-31,Coop_10,35453638.755952924,35579324.26971757,0.0035450666891995
2022-02-28,Coop_10,35579324.26971757,34769747.86426796,-0.0227541253822703
2022-03-31,Coop_10,34769747.86426796,35462410.1510294,0.0199214066626371
2022-04-30,Coop_10,35462410.1510294,33228528.00973646,-0.0629929587915528
2022-05-31,Coop_10,33228528.00973646,32675231.506589614,-0.0166512492814825
2022-06-30,Coop_10,32675231.506589614,33409099.1271938,0.0224594467052569
2022-07-31,Coop_10,33409099.1271938,32405347.295522045,-0.0300442651222143
2022-08-31,Coop_10,32405347.295522045,33063953.12680944,0.0203239862014501
2022-09-30,Coop_10,33063953.12680944,32617728.931483675,-0.0134957908273813
2022-10-31,Coop_10,32617728.931483675,24337894.743083235,-0.2538445949377082
2022-11-30,Coop_10,24337894.743083235,25295539.68964536,0.0393478958090359
2022-12-31,Coop_10,25295539.68964536,25529200.518937528,0.0092372343962212
2023-01-31,Coop_10,25529200.518937528,24955039.60056579,-0.022490360320756
2023-02-28,Coop_10,24955039.60056579,24704706.609944303,-0.0100313601832877
2023-03-31,Coop_10,24704706.609944303,25403687.68750825,0.0282934377080434
2023-04-30,Coop_10,25403687.68750825,24648083.565674376,-0.0297438754218913
2023-05-31,Coop_10,24648083.565674376,24642357.05466992,-0.0002323308824071
2023-06-30,Coop_10,24642357.05466992,24457392.916323937,-0.0075059434426516
2023-07-31,Coop_10,24457392.916323937,24515658.68267115,0.0023823375838363
2023-08-31,Coop_10,24515658.68267115,23796739.72471605,-0.0293248885237281
2023-09-30,Coop_10,23796739.72471605,22397061.84236561,-0.0588180523274238
2023-10-31,Coop_10,22397061.84236561,22939652.87349593,0.0242259915585876
2023-11-30,Coop_10,22939652.87349593,23851380.19701097,0.0397445998221026
2023-12-31,Coop_10,23851380.19701097,22498383.85801327,-0.0567261235124355
2024-01-31,Coop_10,22498383.85801327,22923882.64459369,0.0189124156324175
2024-02-29,Coop_10,22923882.64459369,23930502.471250143,0.0439114020195811
2024-03-31,Coop_10,23930502.471250143,24573201.263279334,0.0268568866366814
2024-04-30,Coop_10,24573201.263279334,24362278.265223537,-0.0085834562536622
2024-05-31,Coop_10,24362278.265223537,23703951.696241517,-0.0270223729412764
2024-06-30,Coop_10,23703951.696241517,23913357.923266795,0.0088342327772497
2024-07-31,Coop_10,23913357.923266795,24264226.118814908,0.0146724770596408
2024-08-31,Coop_10,24264226.118814908,24491175.804537665,0.0093532628904565
2024-09-30,Coop_10,24491175.804537665,24483713.04805058,-0.0003047120541147
2024-10-31,Coop_10,24483713.04805058,23702858.63128493,-0.0318928103442964
2024-11-30,Coop_10,23702858.63128493,24195738.0115624,0.0207940901958098
2024-12-31,Coop_10,24195738.0115624,24739655.95922564,0.0224799073044733
2025-01-31,Coop_10,24739655.95922564,25061983.35523327,0.0130287743911585
2025-02-28,Coop_10,25061983.35523327,25309715.486350607,0.0098847775774939
2025-03-31,Coop_10,25309715.486350607,26949120.2160596,0.0647737320711137
2025-04-30,Coop_10,26949120.2160596,26521888.87495206,-0.0158532574600688
2025-05-31,Coop_10,26521888.87495206,27870532.98213408,0.0508502284109829
2025-06-30,Coop_10,27870532.98213408,27321738.31875696,-0.0196908564227643
2025-07-31,Coop_10,27321738.31875696,28546114.756365787,0.0448132700534749
2025-08-31,Coop_10,28546114.756365787,29949666.251652174,0.049167864252819
2025-09-30,Coop_10,29949666.251652174,29822176.748383485,-0.0042567921190659
2025-10-31,Coop_10,29822176.748383485,31734783.490849584,0.0641337068921292
2025-11-30,Coop_10,31734783.490849584,32446158.52283109,0.0224162560361131
2025-12-31,Coop_10,32446158.52283109,31644591.249714542,-0.0247045354399199
2026-01-31,Coop_10,31644591.249714542,31420057.659963723,-0.0070954808036222
2026-02-28,Coop_10,31420057.659963723,32854278.99997516,0.0456466807137327
2026-03-31,Coop_10,32854278.99997516,34112836.55774196,0.0383072645656827
2026-04-30,Coop_10,34112836.55774196,33054267.00215753,-0.0310314140482751
2026-05-31,Coop_10,33054267.00215753,33091485.91090032,0.0011259940733325
2026-06-30,Coop_10,33091485.91090032,33525755.553463984,0.0131233043971778
2026-07-31,Coop_10,33525755.553463984,33131286.128793977,-0.0117661606176463
